category,name,broad,price,feature,discount,link,new
茶几和边桌,茶几,阿克斯多,¥ 999.00,2件套,False,http://www.ikea.com/cn/zh/catalog/products/30340381/,False
厨具,沙拉甩干机,托奇,¥ 24.90,2件套,False,http://www.ikea.com/cn/zh/catalog/products/30202426/,False
户外花盆和植物,塑料制温室罩,IKEA PS 2014,¥ 149.00,,False,http://www.ikea.com/cn/zh/catalog/products/10343286/,False
夏日装饰,花盆,KOLOKVINT 库罗云特,¥ 24.90,2件套,False,http://www.ikea.com/cn/zh/catalog/products/70289494/,False
玩具和玩耍,画笔,MÅLA莫拉,¥ 19.90,6件套,False,http://www.ikea.com/cn/zh/catalog/products/70333449/,False
装饰性灯具,LED小圆烛,古达夫顿,¥ 49.00,室內/戶外用,False,http://www.ikea.com/cn/zh/catalog/products/20341362/,False
装饰性灯具,LED烛灯 室内/户外,古达夫顿,¥ 29.90,室內/戶外用,False,http://www.ikea.com/cn/zh/catalog/products/20341362/,False
装饰性灯具,LED灯串,思吉拉,¥ 249.00,12个灯泡,False,http://www.ikea.com/cn/zh/catalog/products/20341362/,False
装饰性灯具,台灯座,思吉拉,¥ 60.00,12个灯泡,False,http://www.ikea.com/cn/zh/catalog/products/20341362/,False
食品储存与整理,食品盒,杰姆卡,¥ 9.90,4件套,False,http://www.ikea.com/cn/zh/catalog/products/50342058/,False
蜡烛和蜡台,香味阔形蜡烛,LÄTTROAD 拉图瓦,¥ 19.90,2头,False,http://www.ikea.com/cn/zh/catalog/products/90327310/,False
电视及视听类家具,电视柜组合,贝达 / 伊克特,"¥ 2,839.00",,False,http://www.ikea.com/cn/zh/catalog/products/S89228759/,False
电视及视听类家具,电视柜,贝达 伯斯,"¥ 1,999.00",,False,http://www.ikea.com/cn/zh/catalog/products/S89228759/,False
搁架单元,搁架单元,TOMNÄS 托奈斯,¥ 399.00,带8个插件,False,http://www.ikea.com/cn/zh/catalog/products/30334648/,False
床上用品,被套和枕套,斯莫伯,¥ 149.00,,False,http://www.ikea.com/cn/zh/catalog/products/20346086/,False
图片和框架,画框,古伯达,¥ 29.90,放7张照片,False,http://www.ikea.com/cn/zh/catalog/products/00323038/,False
储物盒和储物篮,篮筐,班克斯,¥ 79.00,3件套,False,http://www.ikea.com/cn/zh/catalog/products/50339937/,False
毛巾,毛巾,BOKVIK 伯维克,¥ 29.90,,False,http://www.ikea.com/cn/zh/catalog/products/80389247/,False
床上用品,床单,代芙拉,¥ 49.00,,False,http://www.ikea.com/cn/zh/catalog/products/00337479/,False
地毯,长绒地毯,翰蓬,¥ 299.00,室内/户外,False,http://www.ikea.com/cn/zh/catalog/products/50264729/,False
浴室配件,钩架,布鲁格隆德,¥ 69.00,4件套,False,http://www.ikea.com/cn/zh/catalog/products/40177474/,False
地毯,平织地毯,奥斯特,¥ 799.00,室内/户外,False,http://www.ikea.com/cn/zh/catalog/products/90322063/,False
茶几和边桌,储物桌,霍尔,¥ 499.00,2件套,False,http://www.ikea.com/cn/zh/catalog/products/30340381/,False
厨具,擦菜板带把手,斯加兰,¥ 29.90,2件套,False,http://www.ikea.com/cn/zh/catalog/products/30202426/,False
户外花盆和植物,植物架,IKEA PS 2014,¥ 99.00,,False,http://www.ikea.com/cn/zh/catalog/products/10343286/,False
夏日装饰,无香型阔形蜡烛,LÄTTNAD 拉纳德,¥ 6.90,2件套,False,http://www.ikea.com/cn/zh/catalog/products/70289494/,False
玩具和玩耍,画纸卷,MÅLA莫拉,¥ 29.90,6件套,False,http://www.ikea.com/cn/zh/catalog/products/70333449/,False
装饰性灯具,LED烛灯 室内/户外,古达夫顿,¥ 99.00,三件套,False,http://www.ikea.com/cn/zh/catalog/products/20341362/,False
装饰性灯具,LED枝形装饰地灯,思吉拉,¥ 399.00,三件套,False,http://www.ikea.com/cn/zh/catalog/products/20341362/,False
装饰性灯具,桌面饰品,思吉拉,¥ 79.00,12个灯泡,False,http://www.ikea.com/cn/zh/catalog/products/20341362/,False
装饰性灯具,桌面饰品,思吉拉,¥ 99.00,12个灯泡,False,http://www.ikea.com/cn/zh/catalog/products/20341362/,False
食品储存与整理,油 / 醋瓶,波肯,¥ 4.90,4件套,False,http://www.ikea.com/cn/zh/catalog/products/50342058/,False
蜡烛和蜡台,金属杯蜡烛灯,NJUTBAR 努特巴,¥ 59.00,2头,False,http://www.ikea.com/cn/zh/catalog/products/90327310/,False
电视及视听类家具,电视机组合柜,赖尔多,"¥ 3,498.00",,False,http://www.ikea.com/cn/zh/catalog/products/S89228759/,False
搁架单元,搁架单元,TOMNÄS 托奈斯,¥ 799.00,带8个插件,False,http://www.ikea.com/cn/zh/catalog/products/30334648/,False
床上用品,被套和枕套,斯达奇,¥ 149.00,,False,http://www.ikea.com/cn/zh/catalog/products/20346086/,False
图片和框架,拼贴相框13格,古贝,¥ 79.00,放7张照片,False,http://www.ikea.com/cn/zh/catalog/products/00323038/,False
储物盒和储物篮,文件盒,瑞斯拉,¥ 99.00,三件套,False,http://www.ikea.com/cn/zh/catalog/products/50339937/,False
毛巾,浴巾,BOKVIK 伯维克,¥ 99.00,,False,http://www.ikea.com/cn/zh/catalog/products/80389247/,False
床上用品,床单,代芙拉,¥ 49.00,,False,http://www.ikea.com/cn/zh/catalog/products/00337479/,False
地毯,长绒地毯,翰蓬,¥ 69.00,室内/户外,False,http://www.ikea.com/cn/zh/catalog/products/50264729/,False
浴室配件,附盖储物盒,弗莱肯,¥ 79.00,3件套,False,http://www.ikea.com/cn/zh/catalog/products/40177474/,False
地毯,平织地毯,奥斯特,¥ 799.00,室内/户外,False,http://www.ikea.com/cn/zh/catalog/products/90322063/,False
茶几和边桌,边桌,霍尔,¥ 299.00,2件套,False,http://www.ikea.com/cn/zh/catalog/products/30340381/,False
厨具,旋转磨碎器,斯加兰,¥ 49.00,2件套,False,http://www.ikea.com/cn/zh/catalog/products/30202426/,False
户外花盆和植物,五位花架,SATSUMAS 沙图玛斯,¥ 249.00,,False,http://www.ikea.com/cn/zh/catalog/products/10343286/,False
夏日装饰,香味烛和玻璃杯,SMÅTREVLIG 斯莫提,¥ 4.90,2件套,False,http://www.ikea.com/cn/zh/catalog/products/70289494/,True
玩具和玩耍,白板笔,MÅLA莫拉,¥ 29.90,6件套,False,http://www.ikea.com/cn/zh/catalog/products/70333449/,False
装饰性灯具,LED灯串,思吉拉,¥ 249.00,12个灯泡,False,http://www.ikea.com/cn/zh/catalog/products/20341362/,False
装饰性灯具,灯线装置,思吉拉,¥ 20.00,12个灯泡,False,http://www.ikea.com/cn/zh/catalog/products/20341362/,False
食品储存与整理,砂糖瓶,波肯,¥ 4.90,4件套,False,http://www.ikea.com/cn/zh/catalog/products/50342058/,False
蜡烛和蜡台,金属杯蜡烛灯,PUTSAD 普萨德,¥ 29.90,2头,False,http://www.ikea.com/cn/zh/catalog/products/90327310/,False
电视及视听类家具,电视机组合柜,赖尔多,"¥ 9,097.00",,False,http://www.ikea.com/cn/zh/catalog/products/S89228759/,False
搁架单元,三屉柜,伊克特,"¥ 1,000.00",带8个插件,False,http://www.ikea.com/cn/zh/catalog/products/30334648/,False
床上用品,被套和枕套,斯达奇,¥ 149.00,,False,http://www.ikea.com/cn/zh/catalog/products/20346086/,False
图片和框架,图片,吉姆拉,¥ 149.00,2件套,False,http://www.ikea.com/cn/zh/catalog/products/00323038/,False
储物盒和储物篮,附盖储物盒,皮恩拉,¥ 49.00,三件套,False,http://www.ikea.com/cn/zh/catalog/products/50339937/,False
毛巾,浴巾,BOKVIK 伯维克,¥ 69.00,,False,http://www.ikea.com/cn/zh/catalog/products/80389247/,False
床上用品,床单,代芙拉,¥ 49.00,,False,http://www.ikea.com/cn/zh/catalog/products/00337479/,False
地毯,长绒地毯,翰蓬,¥ 69.00,室内/户外,False,http://www.ikea.com/cn/zh/catalog/products/50264729/,False
浴室配件,储物盒,德里根,¥ 149.00,3件套,False,http://www.ikea.com/cn/zh/catalog/products/40177474/,False
地毯,平织地毯,奥斯特,¥ 149.00,室内/户外,False,http://www.ikea.com/cn/zh/catalog/products/90322063/,False
茶几和边桌,储物桌,魁思伯,¥ 149.00,2件套,False,http://www.ikea.com/cn/zh/catalog/products/30340381/,False
厨具,削皮刀,斯卡兰,¥ 9.90,2件套,False,http://www.ikea.com/cn/zh/catalog/products/30202426/,False
户外花盆和植物,植物架,SATSUMAS 沙图玛斯,¥ 199.00,,False,http://www.ikea.com/cn/zh/catalog/products/10343286/,False
夏日装饰,香味烛和玻璃杯,SOMMAR 索玛 2017,¥ 17.90,2件套,False,http://www.ikea.com/cn/zh/catalog/products/70289494/,False
玩具和玩耍,粉笔,MÅLA莫拉,¥ 14.90,6件套,False,http://www.ikea.com/cn/zh/catalog/products/70333449/,False
装饰性灯具,台灯座,思吉拉,¥ 60.00,12个灯泡,False,http://www.ikea.com/cn/zh/catalog/products/20341362/,False
装饰性灯具,LED小圆烛,摩格纳,¥ 29.90,12个灯泡,True,http://www.ikea.com/cn/zh/catalog/products/20341362/,False
装饰性灯具,LED阔型烛,摩格纳,¥ 14.90,12个灯泡,True,http://www.ikea.com/cn/zh/catalog/products/20341362/,False
食品储存与整理,橡皮垫圈,考肯,¥ 19.90,4件套,False,http://www.ikea.com/cn/zh/catalog/products/50342058/,False
蜡烛和蜡台,香味烛和玻璃杯,SMÅTREVLIG 斯莫提,¥ 4.90,2头,False,http://www.ikea.com/cn/zh/catalog/products/90327310/,True
电视及视听类家具,电视机组合柜,赖尔多,"¥ 10,096.00",,False,http://www.ikea.com/cn/zh/catalog/products/S89228759/,False
搁架单元,储物柜含2件抽屉,伊克特,¥ 700.00,带8个插件,False,http://www.ikea.com/cn/zh/catalog/products/30334648/,False
床上用品,被套和枕套,斯达奇,¥ 149.00,,False,http://www.ikea.com/cn/zh/catalog/products/20346086/,False
图片和框架,计划黑板,墨尔托,¥ 249.00,2件套,False,http://www.ikea.com/cn/zh/catalog/products/00323038/,False
储物盒和储物篮,拉出式储物单元,索普鲁,¥ 149.00,三件套,False,http://www.ikea.com/cn/zh/catalog/products/50339937/,False
毛巾,毛巾,隆诺恩,¥ 29.90,,False,http://www.ikea.com/cn/zh/catalog/products/80389247/,False
床上用品,床垫罩,代芙拉,¥ 99.00,,False,http://www.ikea.com/cn/zh/catalog/products/00337479/,False
地毯,长绒地毯,翰蓬,¥ 299.00,室内/户外,False,http://www.ikea.com/cn/zh/catalog/products/50264729/,False
浴室配件,浴室2件套,德里根,¥ 79.00,3件套,False,http://www.ikea.com/cn/zh/catalog/products/40177474/,False
地毯,门垫,奥格贝克,¥ 59.00,室内/户外,False,http://www.ikea.com/cn/zh/catalog/products/90322063/,False
茶几和边桌,储物桌,魁思伯,¥ 249.00,2件套,False,http://www.ikea.com/cn/zh/catalog/products/30340381/,False
厨具,削皮刀,斯卡兰,¥ 9.90,2件套,False,http://www.ikea.com/cn/zh/catalog/products/30202426/,False
户外花盆和植物,植物架,SATSUMAS 沙图玛斯,¥ 299.00,,False,http://www.ikea.com/cn/zh/catalog/products/10343286/,False
夏日装饰,自动浇水花盆,SÖTCITRON 索希桐,¥ 49.00,2件套,False,http://www.ikea.com/cn/zh/catalog/products/70289494/,False
玩具和玩耍,纸,MÅLA莫拉,¥ 49.00,6件套,False,http://www.ikea.com/cn/zh/catalog/products/70333449/,False
装饰性灯具,桌面饰品,思吉拉,¥ 79.00,12个灯泡,False,http://www.ikea.com/cn/zh/catalog/products/20341362/,False
装饰性灯具,变压器/电线/3头连接器,斯库,¥ 99.00,12个灯泡,False,http://www.ikea.com/cn/zh/catalog/products/20341362/,False
食品储存与整理,附盖罐,考肯,¥ 19.90,4件套,False,http://www.ikea.com/cn/zh/catalog/products/50342058/,False
蜡烛和蜡台,大块蜡烛灯,SOMMAR 索玛 2017,¥ 199.00,2头,False,http://www.ikea.com/cn/zh/catalog/products/90327310/,False
电视及视听类家具,电视柜,赖尔多,"¥ 2,499.00",,False,http://www.ikea.com/cn/zh/catalog/products/S89228759/,False
搁架单元,四格柜,伊克特,¥ 400.00,带8个插件,False,http://www.ikea.com/cn/zh/catalog/products/30334648/,False
床上用品,被套和枕套,斯达奇,¥ 149.00,,False,http://www.ikea.com/cn/zh/catalog/products/20346086/,False
图片和框架,画框,夫洛斯库,¥ 39.90,2件套,False,http://www.ikea.com/cn/zh/catalog/products/00323038/,False
储物盒和储物篮,拉出式储物单元,索普鲁,¥ 99.00,三件套,False,http://www.ikea.com/cn/zh/catalog/products/50339937/,False
毛巾,浴巾,隆诺恩,¥ 69.00,,False,http://www.ikea.com/cn/zh/catalog/products/80389247/,False
床上用品,床垫罩,代芙拉,¥ 99.00,,False,http://www.ikea.com/cn/zh/catalog/products/00337479/,False
地毯,长绒地毯,翰蓬,¥ 299.00,室内/户外,False,http://www.ikea.com/cn/zh/catalog/products/50264729/,False
浴室配件,牙刷架,德里根,¥ 39.90,3件套,False,http://www.ikea.com/cn/zh/catalog/products/40177474/,False
地毯,门垫,奥耶,¥ 59.00,室内/户外,False,http://www.ikea.com/cn/zh/catalog/products/90322063/,False
厨具,削皮刀,斯卡兰,¥ 9.90,2件套,False,http://www.ikea.com/cn/zh/catalog/products/30202426/,False
户外花盆和植物,盆栽植物,中斑香龙血树,¥ 129.00,,False,http://www.ikea.com/cn/zh/catalog/products/10343286/,False
夏日装饰,自动浇水花盆,SÖTCITRON 索希桐,¥ 79.00,2件套,False,http://www.ikea.com/cn/zh/catalog/products/70289494/,False
玩具和玩耍,纸质装饰,MÅLA莫拉,¥ 59.00,6件套,False,http://www.ikea.com/cn/zh/catalog/products/70333449/,False
装饰性灯具,桌面饰品,思吉拉,¥ 99.00,12个灯泡,False,http://www.ikea.com/cn/zh/catalog/products/20341362/,False
装饰性灯具,灯线装置,思吉拉,¥ 20.00,12个灯泡,False,http://www.ikea.com/cn/zh/catalog/products/20341362/,False
装饰性灯具,带线变压器,斯库,¥ 59.00,12个灯泡,False,http://www.ikea.com/cn/zh/catalog/products/20341362/,False
装饰性灯具,户外延伸线,斯库,¥ 19.90,12个灯泡,False,http://www.ikea.com/cn/zh/catalog/products/20341362/,False
食品储存与整理,附盖罐,考肯,¥ 24.90,4件套,False,http://www.ikea.com/cn/zh/catalog/products/50342058/,False
蜡烛和蜡台,烛台,SOMMAR 索玛 2017,¥ 29.90,2头,False,http://www.ikea.com/cn/zh/catalog/products/90327310/,False
电视及视听类家具,电视柜,霍弗斯,¥ 799.00,,False,http://www.ikea.com/cn/zh/catalog/products/S89228759/,False
搁架单元,四格柜,伊克特,¥ 300.00,带8个插件,False,http://www.ikea.com/cn/zh/catalog/products/30334648/,False
床上用品,被套和枕套,斯达奇,¥ 149.00,,False,http://www.ikea.com/cn/zh/catalog/products/20346086/,False
图片和框架,画框,夫洛斯库,¥ 29.90,2件套,False,http://www.ikea.com/cn/zh/catalog/products/00323038/,False
储物盒和储物篮,拉出式储物单元,索普鲁,¥ 69.00,三件套,False,http://www.ikea.com/cn/zh/catalog/products/50339937/,False
毛巾,小方巾,尼莫恩,¥ 9.90,,False,http://www.ikea.com/cn/zh/catalog/products/80389247/,False
床上用品,床垫罩,代芙拉,¥ 99.00,,False,http://www.ikea.com/cn/zh/catalog/products/00337479/,False
地毯,长绒地毯,翰蓬,¥ 69.00,室内/户外,False,http://www.ikea.com/cn/zh/catalog/products/50264729/,False
浴室配件,皂液器,德里根,¥ 59.00,3件套,False,http://www.ikea.com/cn/zh/catalog/products/40177474/,False
地毯,短绒地毯,尼德布,"¥ 2,499.00",室内/户外,False,http://www.ikea.com/cn/zh/catalog/products/90322063/,True
厨具,匙,斯普西,¥ 7.90,2件套,False,http://www.ikea.com/cn/zh/catalog/products/30202426/,False
户外花盆和植物,盆栽植物,串钱藤,¥ 19.90,,False,http://www.ikea.com/cn/zh/catalog/products/10343286/,False
夏日装饰,花瓶,VILJESTARK 维利斯塔,¥ 3.90,2件套,False,http://www.ikea.com/cn/zh/catalog/products/70289494/,True
玩具和玩耍,荧光/闪光颜料,MÅLA莫拉,¥ 69.00,6件套,False,http://www.ikea.com/cn/zh/catalog/products/70333449/,False
装饰性灯具,LED小圆烛,摩格纳,¥ 29.90,12个灯泡,True,http://www.ikea.com/cn/zh/catalog/products/20341362/,False
装饰性灯具,LED灯串12头,斯瓦图,¥ 249.00,12个灯泡,False,http://www.ikea.com/cn/zh/catalog/products/20341362/,False
食品储存与整理,附盖罐,考肯,¥ 19.90,4件套,False,http://www.ikea.com/cn/zh/catalog/products/50342058/,False
蜡烛和蜡台,烛台,SOMMAR 索玛 2017,¥ 29.90,2头,False,http://www.ikea.com/cn/zh/catalog/products/90327310/,False
搁架单元,壁柜组合,伊克特,"¥ 1,140.00",带8个插件,False,http://www.ikea.com/cn/zh/catalog/products/30334648/,False
床上用品,被套和枕套,斯达奇,¥ 149.00,,False,http://www.ikea.com/cn/zh/catalog/products/20346086/,False
图片和框架,图片,奥兰达,¥ 249.00,2件套,False,http://www.ikea.com/cn/zh/catalog/products/00323038/,False
储物盒和储物篮,带盖垃圾分类箱,索特拉,¥ 79.00,三件套,False,http://www.ikea.com/cn/zh/catalog/products/50339937/,False
毛巾,毛巾,尼莫恩,¥ 29.90,,False,http://www.ikea.com/cn/zh/catalog/products/80389247/,False
床上用品,床垫罩,代芙拉,¥ 99.00,,False,http://www.ikea.com/cn/zh/catalog/products/00337479/,False
地毯,长绒地毯,翰蓬,¥ 299.00,室内/户外,False,http://www.ikea.com/cn/zh/catalog/products/50264729/,False
浴室配件,肥皂盒,德里根,¥ 39.90,3件套,False,http://www.ikea.com/cn/zh/catalog/products/40177474/,False
地毯,平织地毯,崴斯比,¥ 299.00,室内/户外,False,http://www.ikea.com/cn/zh/catalog/products/90322063/,False
厨具,厨具5件套,斯普西,¥ 29.90,2件套,False,http://www.ikea.com/cn/zh/catalog/products/30202426/,False
户外花盆和植物,盆栽,人参榕,¥ 79.00,,False,http://www.ikea.com/cn/zh/catalog/products/10343286/,False
夏日装饰,花瓶,VILJESTARK 维利斯塔,¥ 3.90,2件套,False,http://www.ikea.com/cn/zh/catalog/products/70289494/,True
玩具和玩耍,长袖围裙,MÅLA莫拉,¥ 19.90,6件套,False,http://www.ikea.com/cn/zh/catalog/products/70333449/,False
装饰性灯具,LED阔型烛,摩格纳,¥ 14.90,12个灯泡,True,http://www.ikea.com/cn/zh/catalog/products/20341362/,False
装饰性灯具,变压器/电线/3头连接器,斯库,¥ 99.00,12个灯泡,False,http://www.ikea.com/cn/zh/catalog/products/20341362/,False
装饰性灯具,LED灯串,索文顿,¥ 299.00,12个灯泡,False,http://www.ikea.com/cn/zh/catalog/products/20341362/,False
装饰性灯具,灯串装饰,索文顿,¥ 59.00,12个灯泡,False,http://www.ikea.com/cn/zh/catalog/products/20341362/,False
食品储存与整理,附盖罐,考肯,¥ 9.90,4件套,False,http://www.ikea.com/cn/zh/catalog/products/50342058/,False
蜡烛和蜡台,烛台,SOMMAR 索玛 2017,¥ 29.90,2头,False,http://www.ikea.com/cn/zh/catalog/products/90327310/,False
搁架单元,壁柜组合,伊克特,¥ 700.00,带8个插件,False,http://www.ikea.com/cn/zh/catalog/products/30334648/,False
床上用品,被套和枕套,斯达奇,¥ 149.00,,False,http://www.ikea.com/cn/zh/catalog/products/20346086/,False
图片和框架,图片,宜家艺术节 2017,¥ 79.00,2件套,False,http://www.ikea.com/cn/zh/catalog/products/00323038/,False
储物盒和储物篮,储物盒,芭婷,¥ 149.00,3件套,False,http://www.ikea.com/cn/zh/catalog/products/50339937/,False
毛巾,浴巾,尼莫恩,¥ 99.00,,False,http://www.ikea.com/cn/zh/catalog/products/80389247/,False
床上用品,床垫罩,代芙拉,¥ 99.00,,False,http://www.ikea.com/cn/zh/catalog/products/00337479/,False
地毯,长绒地毯,翰蓬,¥ 299.00,室内/户外,False,http://www.ikea.com/cn/zh/catalog/products/50264729/,False
浴室配件,踏板式垃圾桶,思纳普,¥ 99.00,3件套,False,http://www.ikea.com/cn/zh/catalog/products/40177474/,False
地毯,平织地毯,崴斯比,¥ 699.00,室内/户外,False,http://www.ikea.com/cn/zh/catalog/products/90322063/,False
厨具,厨用镊子,斯普西,¥ 7.90,2件套,False,http://www.ikea.com/cn/zh/catalog/products/30202426/,False
户外花盆和植物,盆栽,人参榕,¥ 129.00,,False,http://www.ikea.com/cn/zh/catalog/products/10343286/,False
夏日装饰,洒水瓶,多玛,¥ 7.90,2件套,False,http://www.ikea.com/cn/zh/catalog/products/70289494/,False
夏日装饰,洒水瓶,多玛,¥ 7.90,2件套,False,http://www.ikea.com/cn/zh/catalog/products/70289494/,False
玩具和玩耍,颜料,MÅLA莫拉,¥ 69.00,6件套,False,http://www.ikea.com/cn/zh/catalog/products/70333449/,False
装饰性灯具,带线变压器,斯库,¥ 59.00,12个灯泡,False,http://www.ikea.com/cn/zh/catalog/products/20341362/,False
装饰性灯具,户外延伸线,斯库,¥ 19.90,12个灯泡,False,http://www.ikea.com/cn/zh/catalog/products/20341362/,False
食品储存与整理,附盖罐,考肯,¥ 9.90,4件套,False,http://www.ikea.com/cn/zh/catalog/products/50342058/,False
蜡烛和蜡台,烛台灯,SOMMAR 索玛 2017,¥ 29.90,室内/户外,False,http://www.ikea.com/cn/zh/catalog/products/90327310/,False
搁架单元,壁柜组合,伊克特,"¥ 1,250.00",带8个插件,False,http://www.ikea.com/cn/zh/catalog/products/30334648/,False
床上用品,被套和枕套,斯达奇,¥ 149.00,,False,http://www.ikea.com/cn/zh/catalog/products/20346086/,False
图片和框架,图片,宜家艺术节 2017,¥ 79.00,2件套,False,http://www.ikea.com/cn/zh/catalog/products/00323038/,False
储物盒和储物篮,篮筐,芭婷,¥ 79.00,3件套,False,http://www.ikea.com/cn/zh/catalog/products/50339937/,False
毛巾,浴巾,尼莫恩,¥ 69.00,,False,http://www.ikea.com/cn/zh/catalog/products/80389247/,False
床上用品,床垫罩,代芙拉,¥ 99.00,,False,http://www.ikea.com/cn/zh/catalog/products/00337479/,False
地毯,平织地毯,LOBBÄK 鲁贝克,¥ 699.00,室内/户外,False,http://www.ikea.com/cn/zh/catalog/products/50264729/,False
浴室配件,踏板式垃圾桶,思纳普,¥ 69.00,3件套,False,http://www.ikea.com/cn/zh/catalog/products/40177474/,False
地毯,平织地毯,崴斯比,¥ 699.00,室内/户外,False,http://www.ikea.com/cn/zh/catalog/products/90322063/,False
厨具,打蛋器,斯普西,¥ 7.90,2件套,False,http://www.ikea.com/cn/zh/catalog/products/30202426/,False
户外花盆和植物,盆栽,人参榕,¥ 129.00,,False,http://www.ikea.com/cn/zh/catalog/products/10343286/,False
夏日装饰,洒水瓶,多玛,¥ 7.90,2件套,False,http://www.ikea.com/cn/zh/catalog/products/70289494/,False
玩具和玩耍,毛绒玩具,丽乐普鲁,¥ 39.90,6件套,False,http://www.ikea.com/cn/zh/catalog/products/70333449/,False
装饰性灯具,LED灯串12头,斯瓦图,¥ 249.00,12个灯泡,False,http://www.ikea.com/cn/zh/catalog/products/20341362/,False
装饰性灯具,LED灯串,索文顿,¥ 299.00,12个灯泡,False,http://www.ikea.com/cn/zh/catalog/products/20341362/,False
食品储存与整理,9瓶酒架,胡腾,¥ 79.00,4件套,False,http://www.ikea.com/cn/zh/catalog/products/50342058/,False
蜡烛和蜡台,蜡烛/小圆蜡烛灯,SOMMAR 索玛 2017,¥ 19.90,室内/户外,False,http://www.ikea.com/cn/zh/catalog/products/90327310/,False
搁架单元,壁柜组合,伊克特,"¥ 1,100.00",带8个插件,False,http://www.ikea.com/cn/zh/catalog/products/30334648/,False
床上用品,被套和枕套,斯达奇,¥ 149.00,,False,http://www.ikea.com/cn/zh/catalog/products/20346086/,False
图片和框架,图片,宜家艺术节 2017,¥ 79.00,2件套,False,http://www.ikea.com/cn/zh/catalog/products/00323038/,False
储物盒和储物篮,11/22升储物盒盖,萨姆拉,¥ 10.00,3件套,False,http://www.ikea.com/cn/zh/catalog/products/50339937/,False
毛巾,毛巾,阿西利,¥ 39.00,,False,http://www.ikea.com/cn/zh/catalog/products/80389247/,False
床上用品,床垫罩,代芙拉,¥ 89.00,,False,http://www.ikea.com/cn/zh/catalog/products/00337479/,False
地毯,平织地毯,罗斯基德,¥ 799.00,室内/户外,False,http://www.ikea.com/cn/zh/catalog/products/50264729/,False
浴室配件,踏板式垃圾桶,斯加帕,¥ 79.00,3件套,False,http://www.ikea.com/cn/zh/catalog/products/40177474/,False
地毯,平织地毯,崴斯比,¥ 699.00,室内/户外,False,http://www.ikea.com/cn/zh/catalog/products/90322063/,False
厨具,汤勺,斯普西,¥ 7.90,2件套,False,http://www.ikea.com/cn/zh/catalog/products/30202426/,False
户外花盆和植物,盆栽,人参榕,¥ 69.00,,False,http://www.ikea.com/cn/zh/catalog/products/10343286/,False
夏日装饰,洒水瓶,多玛,¥ 7.90,2件套,False,http://www.ikea.com/cn/zh/catalog/products/70289494/,False
圣诞装饰,包装带,FULLFÖLJA 芙洛丽,¥ 6.90,,False,http://www.ikea.com/cn/zh/catalog/products/10364660/,False
安全,防撞角,乌迪卡,¥ 39.90,,False,http://www.ikea.com/cn/zh/catalog/products/00349024/,False
玩具和玩耍,毛绒玩具,克拉格,¥ 29.90,6件套,False,http://www.ikea.com/cn/zh/catalog/products/70333449/,False
游戏与休闲,冰袋,SOMMAR 索玛 2017,¥ 99.00,,False,http://www.ikea.com/cn/zh/catalog/products/60358647/,False
装饰性灯具,灯串装饰,索文顿,¥ 59.00,12个灯泡,False,http://www.ikea.com/cn/zh/catalog/products/20341362/,False
书和游戏,活动书,比思拉,¥ 79.00,,False,http://www.ikea.com/cn/zh/catalog/products/50348263/,True
书和游戏,纸牌游戏,利乐宝,¥ 39.90,17对,False,http://www.ikea.com/cn/zh/catalog/products/50348263/,True
旅行袋和旅行背包,储物袋,KNALLA 克纳拉,¥ 19.90,,False,http://www.ikea.com/cn/zh/catalog/products/40330490/,False
自行车和自行车配件,自行车袋,SOMMAR 索玛 2017,¥ 199.00,后,False,http://www.ikea.com/cn/zh/catalog/products/10358697/,False
儿童餐具,儿童围裙带厨师帽,TOPPKLOCKA 托普罗卡,¥ 49.00,,False,http://www.ikea.com/cn/zh/catalog/products/80300815/,False
婴儿餐具,围嘴,KLADDIG 克拉丁,¥ 24.90,,False,http://www.ikea.com/cn/zh/catalog/products/60307224/,False
婴儿餐具,围嘴,STJÄRNBILD 韩彼得,¥ 29.90,,False,http://www.ikea.com/cn/zh/catalog/products/60307224/,False
食品储存与整理,塑料袋,艾斯塔,¥ 19.90,4件套,False,http://www.ikea.com/cn/zh/catalog/products/50342058/,False
蜡烛和蜡台,金属杯蜡烛灯,SOMMAR 索玛 2017,¥ 39.90,室内/户外,False,http://www.ikea.com/cn/zh/catalog/products/90327310/,False
搁架单元,壁柜组合,伊克特,"¥ 1,800.00",带8个插件,False,http://www.ikea.com/cn/zh/catalog/products/30334648/,False
床上用品,被套和枕套,斯达奇,¥ 149.00,,False,http://www.ikea.com/cn/zh/catalog/products/20346086/,False
图片和框架,图片,宜家艺术节 2017,¥ 79.00,2件套,False,http://www.ikea.com/cn/zh/catalog/products/00323038/,False
储物盒和储物篮,45/65升储物盒盖,萨姆拉,¥ 16.00,3件套,False,http://www.ikea.com/cn/zh/catalog/products/50339937/,False
毛巾,浴巾,阿西利,¥ 99.00,,False,http://www.ikea.com/cn/zh/catalog/products/80389247/,False
床上用品,被套和枕套,代芙拉,¥ 199.00,,False,http://www.ikea.com/cn/zh/catalog/products/00337479/,False
地毯,平织地毯,HODDE 胡德,¥ 499.00,室内/户外,False,http://www.ikea.com/cn/zh/catalog/products/50264729/,False
浴室配件,挂件,斯哥奥,¥ 29.90,3件套,False,http://www.ikea.com/cn/zh/catalog/products/40177474/,False
