category,name,broad,price,feature,discount,link,new
儿童专用纺织品（8-12岁）,儿童床罩,VÄNSKAPLIG 凡卡利,¥ 149.00,2幅,False,http://www.ikea.com/cn/zh/catalog/products/30358663/,False
婴儿纺织品,婴儿床被套/枕套,昆颂,¥ 99.00,2幅,False,http://www.ikea.com/cn/zh/catalog/products/40169054/,False
婴儿纺织品,婴儿床被套/枕套,昆颂,¥ 99.00,2幅,False,http://www.ikea.com/cn/zh/catalog/products/40169054/,False
顶灯,吊灯,IKEA PS 2014,¥ 999.00,3枝,False,http://www.ikea.com/cn/zh/catalog/products/00325773/,False
顶灯,吊灯,斯维尔,¥ 199.00,3枝,False,http://www.ikea.com/cn/zh/catalog/products/00325773/,False
固定式衣柜,衣柜,帕克思,"¥ 2,260.00",,False,http://www.ikea.com/cn/zh/catalog/products/S69127676/,False
储物盒和储物篮,托盘,拉吉萨,¥ 49.00,3件套,False,http://www.ikea.com/cn/zh/catalog/products/80173153/,False
LED灯具,LED射灯,莱博,¥ 39.90,USB接口,True,http://www.ikea.com/cn/zh/catalog/products/40341506/,False
毛巾,浴巾,SALVIKEN 萨维肯,¥ 69.00,,False,http://www.ikea.com/cn/zh/catalog/products/80389247/,False
浴室配件,带吸盘毛巾架,斯图维克,¥ 79.00,3件套,False,http://www.ikea.com/cn/zh/catalog/products/40177474/,False
花盆和花架,人造花,SMYCKA 思米加,¥ 49.00,2件套,False,http://www.ikea.com/cn/zh/catalog/products/10214487/,False
图片和框架,画框,林哈尔,¥ 6.90,2件套,False,http://www.ikea.com/cn/zh/catalog/products/10297449/,False
玩具和玩耍,游乐隧道,布萨,¥ 99.00,五件套,False,http://www.ikea.com/cn/zh/catalog/products/40319973/,False
筐子和袋子,包袋,斯达奇,¥ 39.90,大,False,http://www.ikea.com/cn/zh/catalog/products/90255898/,False
筐子和袋子,包袋,斯达奇,¥ 39.90,大,False,http://www.ikea.com/cn/zh/catalog/products/90255898/,False
书柜,玻璃门书柜,BILLY毕利,"¥ 1,299.00",,False,http://www.ikea.com/cn/zh/catalog/products/00352894/,False
书柜,转角装置,BILLY毕利,¥ 20.00,,False,http://www.ikea.com/cn/zh/catalog/products/00352894/,False
灯泡和配件,电线套,蒙特尔拉,¥ 29.90,,False,http://www.ikea.com/cn/zh/catalog/products/40334172/,False
灯泡和配件,LED 灯泡 E27 1000流明,里代尔,¥ 79.00,,False,http://www.ikea.com/cn/zh/catalog/products/40334172/,False
桌面和桌腿,桌子,克林潘,"¥ 2,398.00",,False,http://www.ikea.com/cn/zh/catalog/products/S89245216/,False
桌面和桌腿,桌子,克林潘,"¥ 2,198.00",,False,http://www.ikea.com/cn/zh/catalog/products/S89245216/,False
办公椅,转椅,ÖRFJÄLL 奥菲 / 斯多林,¥ 399.00,,False,http://www.ikea.com/cn/zh/catalog/products/S19907436/,False
办公椅,转椅,ÖRFJÄLL 奥菲 / 斯多林,¥ 399.00,,False,http://www.ikea.com/cn/zh/catalog/products/S19907436/,False
射灯,3头吸顶灯轨,赫克塔,¥ 199.00,,False,http://www.ikea.com/cn/zh/catalog/products/10346096/,False
射灯,三头射灯,VITEMÖLLA 维德莫拉,¥ 299.00,,False,http://www.ikea.com/cn/zh/catalog/products/10346096/,False
灯罩、灯座和电线,灯罩,乌纳斯,¥ 149.00,,False,http://www.ikea.com/cn/zh/catalog/products/20279261/,False
灯罩、灯座和电线,灯罩,乌纳斯,¥ 99.00,,False,http://www.ikea.com/cn/zh/catalog/products/20279261/,False
台灯,台灯,法多,¥ 99.00,,False,http://www.ikea.com/cn/zh/catalog/products/40341506/,True
台灯,台灯,特瓦尔,¥ 17.90,,True,http://www.ikea.com/cn/zh/catalog/products/40341506/,True
搁架单元,搁架单元,FJÄLLBO 耶伯,¥ 699.00,,False,http://www.ikea.com/cn/zh/catalog/products/50353589/,False
落地灯,落地灯,斯维尔,¥ 299.00,带2个灯罩,False,http://www.ikea.com/cn/zh/catalog/products/80148837/,False
落地灯,落地灯,洛科斯莫,¥ 799.00,带2个灯罩,False,http://www.ikea.com/cn/zh/catalog/products/80148837/,False
儿童纺织品（3-7岁）,儿童帐蓬,勒克斯塔,¥ 149.00,编织,False,http://www.ikea.com/cn/zh/catalog/products/80296601/,False
儿童纺织品（3-7岁）,床篷,勒瓦,¥ 79.00,编织,False,http://www.ikea.com/cn/zh/catalog/products/80296601/,False
储物盒和储物篮,附盖储物盒,SVIRA 思维拉,¥ 99.00,4件套,False,http://www.ikea.com/cn/zh/catalog/products/80173153/,False
儿童专用纺织品（8-12岁）,地毯,VÄNSKAPLIG 凡卡利,¥ 149.00,2幅,False,http://www.ikea.com/cn/zh/catalog/products/30358663/,False
儿童专用纺织品（8-12岁）,被套和枕套,斯普兰,¥ 179.00,2幅,False,http://www.ikea.com/cn/zh/catalog/products/30358663/,False
婴儿纺织品,带帽婴儿毛巾,星卡,¥ 69.00,2幅,False,http://www.ikea.com/cn/zh/catalog/products/40169054/,False
婴儿纺织品,靠垫,法姆尼 希亚塔,¥ 49.00,2幅,False,http://www.ikea.com/cn/zh/catalog/products/40169054/,False
顶灯,吊灯,ÄLVÄNGEN 艾维恩,¥ 299.00,3枝,False,http://www.ikea.com/cn/zh/catalog/products/00325773/,False
固定式衣柜,衣柜,帕克思,"¥ 4,440.00",,False,http://www.ikea.com/cn/zh/catalog/products/S69127676/,False
储物盒和储物篮,托盘,拉吉萨,¥ 29.90,3件套,False,http://www.ikea.com/cn/zh/catalog/products/80173153/,False
LED灯具,LED照明条,莱博,¥ 99.00,USB接口,False,http://www.ikea.com/cn/zh/catalog/products/40341506/,False
毛巾,小方巾,BOKVIK 伯维克,¥ 9.90,,False,http://www.ikea.com/cn/zh/catalog/products/80389247/,False
浴室配件,带吸盘肥皂盒,斯图维克,¥ 29.90,3件套,False,http://www.ikea.com/cn/zh/catalog/products/40177474/,False
花盆和花架,人造花,SMYCKA 思米加,¥ 39.90,2件套,False,http://www.ikea.com/cn/zh/catalog/products/10214487/,False
图片和框架,画框,桑卓,¥ 19.90,2件套,False,http://www.ikea.com/cn/zh/catalog/products/10297449/,False
玩具和玩耍,堆叠,拉特奥,¥ 99.00,五件套,False,http://www.ikea.com/cn/zh/catalog/products/40319973/,False
筐子和袋子,包袋,斯达奇,¥ 39.90,大,False,http://www.ikea.com/cn/zh/catalog/products/90255898/,False
筐子和袋子,包袋,斯达奇,¥ 39.90,大,False,http://www.ikea.com/cn/zh/catalog/products/90255898/,False
书柜,书架,BILLY毕利 / 奥克伯,"¥ 2,427.00",,False,http://www.ikea.com/cn/zh/catalog/products/00352894/,False
书柜,书架,BILLY毕利 / 奥克伯,¥ 699.00,,False,http://www.ikea.com/cn/zh/catalog/products/00352894/,False
灯泡和配件,LED灯泡 E14 400流明,里代尔,¥ 39.90,,False,http://www.ikea.com/cn/zh/catalog/products/40334172/,False
灯泡和配件,LED灯泡 E14 400流明,里代尔,¥ 39.90,,False,http://www.ikea.com/cn/zh/catalog/products/40334172/,False
桌面和桌腿,桌子,克林潘,"¥ 1,399.00",,False,http://www.ikea.com/cn/zh/catalog/products/S89245216/,False
办公椅,转椅,ÖRFJÄLL 奥菲 / 斯多林,¥ 399.00,,False,http://www.ikea.com/cn/zh/catalog/products/S19907436/,False
办公椅,转椅,丽雷登,¥ 499.00,,False,http://www.ikea.com/cn/zh/catalog/products/S19907436/,False
射灯,吸顶灯带5个射灯,斯维尔,¥ 199.00,,False,http://www.ikea.com/cn/zh/catalog/products/10346096/,False
射灯,吸顶射灯,奥特纳,¥ 249.00,,False,http://www.ikea.com/cn/zh/catalog/products/10346096/,False
灯罩、灯座和电线,台灯座,伊卡普,¥ 100.00,,False,http://www.ikea.com/cn/zh/catalog/products/20279261/,False
灯罩、灯座和电线,落地灯灯座,伊卡普,¥ 200.00,,False,http://www.ikea.com/cn/zh/catalog/products/20279261/,False
台灯,台灯,纳比,¥ 79.00,,False,http://www.ikea.com/cn/zh/catalog/products/40341506/,False
台灯,台灯,耐福斯,¥ 399.00,,False,http://www.ikea.com/cn/zh/catalog/products/40341506/,False
搁架单元,搁架单元,FJÄLLBO 耶伯,¥ 699.00,,False,http://www.ikea.com/cn/zh/catalog/products/50353589/,False
落地灯,弓形落地灯,瑞格利,¥ 299.00,带2个灯罩,False,http://www.ikea.com/cn/zh/catalog/products/80148837/,False
落地灯,落地灯/ 阅读灯,福尔玛,¥ 249.00,带2个灯罩,False,http://www.ikea.com/cn/zh/catalog/products/80148837/,False
儿童纺织品（3-7岁）,床帐带帘,库拉,¥ 249.00,编织,False,http://www.ikea.com/cn/zh/catalog/products/80296601/,False
储物盒和储物篮,附盖储物盒,SVIRA 思维拉,¥ 129.00,4件套,False,http://www.ikea.com/cn/zh/catalog/products/80173153/,False
儿童专用纺织品（8-12岁）,被套和枕套,BENRANGEL 比恩雅,¥ 179.00,2幅,False,http://www.ikea.com/cn/zh/catalog/products/30358663/,False
儿童专用纺织品（8-12岁）,短绒地毯,瑞林,¥ 299.00,2幅,False,http://www.ikea.com/cn/zh/catalog/products/30358663/,False
婴儿纺织品,婴儿床垫罩,莱恩,¥ 79.00,2幅,False,http://www.ikea.com/cn/zh/catalog/products/40169054/,False
婴儿纺织品,婴儿床垫罩,莱恩,¥ 79.00,2幅,False,http://www.ikea.com/cn/zh/catalog/products/40169054/,False
顶灯,双盏吊灯,ÄLVÄNGEN 艾维恩,¥ 699.00,3枝,False,http://www.ikea.com/cn/zh/catalog/products/00325773/,False
固定式衣柜,衣柜,帕克思,"¥ 4,440.00",,False,http://www.ikea.com/cn/zh/catalog/products/S69127676/,False
储物盒和储物篮,篮子,拉吉萨,¥ 39.90,3件套,False,http://www.ikea.com/cn/zh/catalog/products/80173153/,True
LED灯具,LED照明条,莱博,¥ 129.00,USB接口,False,http://www.ikea.com/cn/zh/catalog/products/40341506/,False
毛巾,毛巾,BOKVIK 伯维克,¥ 29.90,,False,http://www.ikea.com/cn/zh/catalog/products/80389247/,False
浴室配件,洗手液瓶带吸盘,斯图维克,¥ 39.90,3件套,False,http://www.ikea.com/cn/zh/catalog/products/40177474/,False
花盆和花架,人造花,SMYCKA 思米加,¥ 19.90,2件套,False,http://www.ikea.com/cn/zh/catalog/products/10214487/,False
图片和框架,画框,桑卓,¥ 49.00,2件套,False,http://www.ikea.com/cn/zh/catalog/products/10297449/,False
玩具和玩耍,多米诺,拉特奥,¥ 99.00,五件套,False,http://www.ikea.com/cn/zh/catalog/products/40319973/,False
筐子和袋子,包袋,斯达奇,¥ 39.90,大,False,http://www.ikea.com/cn/zh/catalog/products/90255898/,False
筐子和袋子,垃圾分类桶,普拉吉思,¥ 99.00,大,False,http://www.ikea.com/cn/zh/catalog/products/90255898/,False
书柜,书架,BILLY毕利 / 奥克伯,"¥ 1,998.00",,False,http://www.ikea.com/cn/zh/catalog/products/00352894/,False
书柜,书架,BILLY毕利 / 奥克伯,"¥ 1,658.00",,False,http://www.ikea.com/cn/zh/catalog/products/00352894/,False
灯泡和配件,LED灯泡 E14 600流明,里代尔,¥ 49.00,,False,http://www.ikea.com/cn/zh/catalog/products/40334172/,False
灯泡和配件,LED灯泡 E27 600流明,里代尔,¥ 49.00,,False,http://www.ikea.com/cn/zh/catalog/products/40334172/,False
桌面和桌腿,桌子,克林潘,"¥ 1,299.00",,False,http://www.ikea.com/cn/zh/catalog/products/S89245216/,False
办公椅,地板保护垫,卡伦,¥ 199.00,,False,http://www.ikea.com/cn/zh/catalog/products/S19907436/,False
办公椅,折叠椅,夫洛德,¥ 199.00,,False,http://www.ikea.com/cn/zh/catalog/products/S19907436/,False
射灯,筒灯,哈根,¥ 79.00,,False,http://www.ikea.com/cn/zh/catalog/products/10346096/,False
射灯,筒灯,哈根,¥ 99.00,,False,http://www.ikea.com/cn/zh/catalog/products/10346096/,False
灯罩、灯座和电线,灯罩,佳勒,¥ 39.90,,False,http://www.ikea.com/cn/zh/catalog/products/20279261/,False
灯罩、灯座和电线,灯罩,佳勒,¥ 39.90,,False,http://www.ikea.com/cn/zh/catalog/products/20279261/,False
台灯,台灯,赫纳斯,¥ 499.00,,False,http://www.ikea.com/cn/zh/catalog/products/40341506/,False
台灯,台灯,里卡拉,¥ 399.00,,False,http://www.ikea.com/cn/zh/catalog/products/40341506/,True
搁架单元,落地钟,IKEA PS 潘朵,¥ 999.00,,False,http://www.ikea.com/cn/zh/catalog/products/50353589/,False
落地灯,LED落地灯/阅读灯,简索,¥ 149.00,带2个灯罩,False,http://www.ikea.com/cn/zh/catalog/products/80148837/,False
落地灯,落地灯,索夫亚,¥ 199.00,带2个灯罩,False,http://www.ikea.com/cn/zh/catalog/products/80148837/,False
儿童纺织品（3-7岁）,床帷帐,库拉,¥ 99.00,编织,False,http://www.ikea.com/cn/zh/catalog/products/80296601/,False
儿童纺织品（3-7岁）,短绒地毯,拉特奥,¥ 199.00,编织,False,http://www.ikea.com/cn/zh/catalog/products/80296601/,True
储物盒和储物篮,篮筐,克尼萨,¥ 149.00,4件套,False,http://www.ikea.com/cn/zh/catalog/products/80173153/,False
儿童专用纺织品（8-12岁）,靠垫,FUFFLA 福拉,¥ 59.00,2幅,False,http://www.ikea.com/cn/zh/catalog/products/30358663/,False
儿童专用纺织品（8-12岁）,短绒地毯,UTFORSKA 伊夫卡,¥ 99.00,2幅,False,http://www.ikea.com/cn/zh/catalog/products/30358663/,False
婴儿纺织品,婴儿床垫罩,莱恩,¥ 79.00,2幅,False,http://www.ikea.com/cn/zh/catalog/products/40169054/,False
婴儿纺织品,婴儿床垫罩,莱恩,¥ 79.00,2幅,False,http://www.ikea.com/cn/zh/catalog/products/40169054/,False
顶灯,双盏吊灯,斯维尔,¥ 299.00,3枝,False,http://www.ikea.com/cn/zh/catalog/products/00325773/,False
固定式衣柜,衣柜,帕克思,"¥ 2,220.00",,False,http://www.ikea.com/cn/zh/catalog/products/S69127676/,False
储物盒和储物篮,真空密封袋,斯哥奥,¥ 19.90,3件套,False,http://www.ikea.com/cn/zh/catalog/products/80173153/,False
LED灯具,LED壁灯,莱索,¥ 299.00,USB接口,False,http://www.ikea.com/cn/zh/catalog/products/40341506/,False
毛巾,浴巾,BOKVIK 伯维克,¥ 99.00,,False,http://www.ikea.com/cn/zh/catalog/products/80389247/,False
浴室配件,钩带吸盘,斯图维克,¥ 59.00,3件套,False,http://www.ikea.com/cn/zh/catalog/products/40177474/,False
花盆和花架,人造花,SMYCKA 思米加,¥ 19.90,2件套,False,http://www.ikea.com/cn/zh/catalog/products/10214487/,False
图片和框架,画,特立林,¥ 49.00,3件套,False,http://www.ikea.com/cn/zh/catalog/products/10297449/,False
玩具和玩耍,家庭游戏,拉特奥,¥ 99.00,五件套,False,http://www.ikea.com/cn/zh/catalog/products/40319973/,False
筐子和袋子,踏板式垃圾桶,沃尔格,¥ 29.90,大,False,http://www.ikea.com/cn/zh/catalog/products/90255898/,False
筐子和袋子,废纸篓,瑞斯拉,¥ 79.00,大,False,http://www.ikea.com/cn/zh/catalog/products/90255898/,False
书柜,书架,BILLY毕利 / 奥克伯,"¥ 1,019.00",,False,http://www.ikea.com/cn/zh/catalog/products/00352894/,False
书柜,书架,BILLY毕利 / 莫利顿,"¥ 2,047.00",,False,http://www.ikea.com/cn/zh/catalog/products/00352894/,False
灯泡和配件,LED灯泡 E27 600流明,里代尔,¥ 49.00,,False,http://www.ikea.com/cn/zh/catalog/products/40334172/,False
灯泡和配件,LED灯泡 E27 600流明,里代尔,¥ 49.00,,False,http://www.ikea.com/cn/zh/catalog/products/40334172/,False
桌面和桌腿,桌子,克林潘,"¥ 1,499.00",,False,http://www.ikea.com/cn/zh/catalog/products/S89245216/,False
桌面和桌腿,桌子,克林潘,"¥ 1,599.00",,False,http://www.ikea.com/cn/zh/catalog/products/S89245216/,False
办公椅,折叠椅,夫洛德,¥ 199.00,,False,http://www.ikea.com/cn/zh/catalog/products/S19907436/,False
办公椅,折叠椅,夫洛德,¥ 199.00,,False,http://www.ikea.com/cn/zh/catalog/products/S19907436/,False
射灯,筒灯,特鲁马,¥ 149.00,,False,http://www.ikea.com/cn/zh/catalog/products/10346096/,False
灯罩、灯座和电线,灯罩,佳勒,¥ 39.90,,False,http://www.ikea.com/cn/zh/catalog/products/20279261/,False
灯罩、灯座和电线,灯罩,佳勒,¥ 69.00,,False,http://www.ikea.com/cn/zh/catalog/products/20279261/,False
台灯,台灯,里卡拉,¥ 299.00,,False,http://www.ikea.com/cn/zh/catalog/products/40341506/,True
台灯,台灯,阿朗,¥ 149.00,,False,http://www.ikea.com/cn/zh/catalog/products/40341506/,False
搁架单元,书桌组合,KALLAX卡莱克,"¥ 1,037.00",,False,http://www.ikea.com/cn/zh/catalog/products/50353589/,False
落地灯,落地灯,索夫亚,¥ 199.00,带2个灯罩,False,http://www.ikea.com/cn/zh/catalog/products/80148837/,False
落地灯,落地灯,维迪亚,¥ 399.00,带2个灯罩,False,http://www.ikea.com/cn/zh/catalog/products/80148837/,False
儿童纺织品（3-7岁）,窗帘附系带,拉特奥,¥ 149.00,2幅,False,http://www.ikea.com/cn/zh/catalog/products/80296601/,True
儿童纺织品（3-7岁）,窗帘附系带,拉特奥,¥ 149.00,2幅,False,http://www.ikea.com/cn/zh/catalog/products/80296601/,True
储物盒和储物篮,篮筐,克纳尔拉,¥ 99.00,4件套,False,http://www.ikea.com/cn/zh/catalog/products/80173153/,False
儿童专用纺织品（8-12岁）,短绒地毯,SPRINGA 斯林加,¥ 249.00,2幅,False,http://www.ikea.com/cn/zh/catalog/products/30358663/,False
儿童专用纺织品（8-12岁）,被套和枕套,TALANGFULL 特朗福,¥ 149.00,2幅,False,http://www.ikea.com/cn/zh/catalog/products/30358663/,False
婴儿纺织品,婴儿床用枕,莱恩,¥ 39.90,2幅,False,http://www.ikea.com/cn/zh/catalog/products/40169054/,False
婴儿纺织品,婴儿床用被,莱恩,¥ 99.00,2幅,False,http://www.ikea.com/cn/zh/catalog/products/40169054/,False
顶灯,吊灯,卡尔塔,¥ 149.00,3枝,False,http://www.ikea.com/cn/zh/catalog/products/00325773/,False
固定式衣柜,衣柜,帕克思,"¥ 4,270.00",,False,http://www.ikea.com/cn/zh/catalog/products/S69127676/,False
储物盒和储物篮,真空密封袋,斯哥奥,¥ 24.90,3件套,False,http://www.ikea.com/cn/zh/catalog/products/80173153/,False
LED灯具,LED  三头吸顶灯轨,贝弗,¥ 399.00,USB接口,False,http://www.ikea.com/cn/zh/catalog/products/40341506/,False
毛巾,浴巾,BOKVIK 伯维克,¥ 69.00,,False,http://www.ikea.com/cn/zh/catalog/products/80389247/,False
浴室配件,镜子带挂钩和吸盘,斯图维克,¥ 69.00,3件套,False,http://www.ikea.com/cn/zh/catalog/products/40177474/,False
花盆和花架,干花束,SMYCKA 思米加,¥ 19.90,2件套,False,http://www.ikea.com/cn/zh/catalog/products/10214487/,False
图片和框架,画,特立林,¥ 29.90,3件套,False,http://www.ikea.com/cn/zh/catalog/products/10297449/,False
玩具和玩耍,木偶,拉特奥,¥ 39.90,五件套,False,http://www.ikea.com/cn/zh/catalog/products/40319973/,True
筐子和袋子,垃圾桶,芬尼斯,¥ 6.90,大,True,http://www.ikea.com/cn/zh/catalog/products/90255898/,False
筐子和袋子,储物袋,迪姆帕,¥ 19.90,大,False,http://www.ikea.com/cn/zh/catalog/products/90255898/,False
书柜,书架,BILLY毕利 / 莫利顿,"¥ 1,299.00",,False,http://www.ikea.com/cn/zh/catalog/products/00352894/,False
书柜,书架,BRIMNES 百灵,¥ 799.00,,False,http://www.ikea.com/cn/zh/catalog/products/00352894/,False
灯泡和配件,LED夜灯,龙吉图,¥ 14.90,,False,http://www.ikea.com/cn/zh/catalog/products/40334172/,False
灯泡和配件,LED灯泡 E27 600流明,RYET 里耶,¥ 34.90,,False,http://www.ikea.com/cn/zh/catalog/products/40334172/,False
桌面和桌腿,桌子,克林潘 / 拉勒,¥ 879.00,,False,http://www.ikea.com/cn/zh/catalog/products/S89245216/,False
桌面和桌腿,桌子,克林潘 / 拉勒,¥ 779.00,,False,http://www.ikea.com/cn/zh/catalog/products/S89245216/,False
办公椅,儿童书桌椅,尤利斯,¥ 199.00,,False,http://www.ikea.com/cn/zh/catalog/products/S19907436/,False
办公椅,独立支撑椅,尼尔斯克,¥ 399.00,,False,http://www.ikea.com/cn/zh/catalog/products/S19907436/,False
灯罩、灯座和电线,吊灯罩,克鲁宁,¥ 69.00,,False,http://www.ikea.com/cn/zh/catalog/products/20279261/,False
灯罩、灯座和电线,吊灯罩,克鲁宁,¥ 99.00,,False,http://www.ikea.com/cn/zh/catalog/products/20279261/,False
台灯,台灯,马格纳普,¥ 79.00,,False,http://www.ikea.com/cn/zh/catalog/products/40341506/,False
台灯,台灯,阿朗,¥ 149.00,,False,http://www.ikea.com/cn/zh/catalog/products/40341506/,False
搁架单元,书桌组合,KALLAX卡莱克,¥ 628.00,,False,http://www.ikea.com/cn/zh/catalog/products/50353589/,False
落地灯,落地灯,耐福斯,¥ 599.00,带2个灯罩,False,http://www.ikea.com/cn/zh/catalog/products/80148837/,False
落地灯,落地灯,诺特,¥ 79.00,带2个灯罩,False,http://www.ikea.com/cn/zh/catalog/products/80148837/,False
儿童纺织品（3-7岁）,被套和枕套,拉特奥,¥ 199.00,2幅,False,http://www.ikea.com/cn/zh/catalog/products/80296601/,True
儿童纺织品（3-7岁）,被套和枕套,拉特奥,¥ 149.00,2幅,False,http://www.ikea.com/cn/zh/catalog/products/80296601/,True
储物盒和储物篮,篮筐,卡克斯,¥ 59.00,4件套,False,http://www.ikea.com/cn/zh/catalog/products/80173153/,False
儿童专用纺织品（8-12岁）,靠垫,ÅKTUR 奥克图,¥ 59.00,2幅,False,http://www.ikea.com/cn/zh/catalog/products/30358663/,False
儿童专用纺织品（8-12岁）,毛绒玩具,BOLLTOKIG 伯图格,¥ 59.00,2幅,False,http://www.ikea.com/cn/zh/catalog/products/30358663/,False
婴儿纺织品,婴儿床用被,莱恩 斯加纳,¥ 149.00,2幅,False,http://www.ikea.com/cn/zh/catalog/products/40169054/,False
婴儿纺织品,围兜,西莫,¥ 29.90,2幅,False,http://www.ikea.com/cn/zh/catalog/products/40169054/,False
顶灯,吊灯,菲斯达,¥ 149.00,3枝,False,http://www.ikea.com/cn/zh/catalog/products/00325773/,False
固定式衣柜,衣柜,帕克思,"¥ 1,930.00",,False,http://www.ikea.com/cn/zh/catalog/products/S69127676/,False
储物盒和储物篮,储物凳,斯图法,¥ 99.00,3件套,False,http://www.ikea.com/cn/zh/catalog/products/80173153/,False
LED灯具,LED多用照明设备,迪奥德,¥ 299.00,USB接口,False,http://www.ikea.com/cn/zh/catalog/products/40341506/,False
毛巾,毛巾,隆诺恩,¥ 29.90,,False,http://www.ikea.com/cn/zh/catalog/products/80389247/,False
浴室配件,房门式挂衣钩,格兰代,¥ 39.90,3件套,False,http://www.ikea.com/cn/zh/catalog/products/40177474/,False
花盆和花架,装饰球,SOMLIG 素姆利,¥ 24.90,2件套,False,http://www.ikea.com/cn/zh/catalog/products/10214487/,False
图片和框架,画,特立林,¥ 49.00,3件套,False,http://www.ikea.com/cn/zh/catalog/products/10297449/,False
玩具和玩耍,机器人护腿,拉特奥,¥ 70.00,1对,False,http://www.ikea.com/cn/zh/catalog/products/40319973/,False
书柜,搁板架,GNEDBY 吉纳比,¥ 199.00,,False,http://www.ikea.com/cn/zh/catalog/products/00352894/,False
书柜,书架,HEMNES 汉尼斯,¥ 799.00,,False,http://www.ikea.com/cn/zh/catalog/products/00352894/,False
灯泡和配件,LED 灯泡 E27 1000流明,里代尔,¥ 79.00,,False,http://www.ikea.com/cn/zh/catalog/products/40334172/,False
灯泡和配件,LED灯泡 E27 1800流明,里代尔,¥ 99.00,,False,http://www.ikea.com/cn/zh/catalog/products/40334172/,False
桌面和桌腿,桌子,利蒙,¥ 339.00,,False,http://www.ikea.com/cn/zh/catalog/products/S89245216/,False
办公椅,扶手椅,延宁,¥ 399.00,,False,http://www.ikea.com/cn/zh/catalog/products/S19907436/,False
办公椅,扶手椅,延宁,¥ 399.00,,False,http://www.ikea.com/cn/zh/catalog/products/S19907436/,False
灯罩、灯座和电线,电线装置带有透光灯罩,加诺利,¥ 70.00,,False,http://www.ikea.com/cn/zh/catalog/products/20279261/,False
灯罩、灯座和电线,台灯座,哥特姆,¥ 200.00,,False,http://www.ikea.com/cn/zh/catalog/products/20279261/,False
台灯,台灯,法多,¥ 99.00,,False,http://www.ikea.com/cn/zh/catalog/products/40341506/,False
台灯,台灯,莱克达,¥ 129.00,,False,http://www.ikea.com/cn/zh/catalog/products/40341506/,False
搁架单元,储物单元,KALLAX卡莱克,¥ 399.00,,False,http://www.ikea.com/cn/zh/catalog/products/50353589/,False
落地灯,落地灯 / 阅读灯,诺特,¥ 99.00,带2个灯罩,False,http://www.ikea.com/cn/zh/catalog/products/80148837/,False
落地灯,落地灯 / 阅读灯,诺特,¥ 99.00,带2个灯罩,False,http://www.ikea.com/cn/zh/catalog/products/80148837/,False
儿童纺织品（3-7岁）,被套和枕套,拉特奥,¥ 149.00,2幅,False,http://www.ikea.com/cn/zh/catalog/products/80296601/,True
儿童纺织品（3-7岁）,被套和枕套,拉特奥,¥ 149.00,2幅,False,http://www.ikea.com/cn/zh/catalog/products/80296601/,True
储物盒和储物篮,篮筐,卡克斯,¥ 59.00,4件套,False,http://www.ikea.com/cn/zh/catalog/products/80173153/,False
儿童专用纺织品（8-12岁）,毛绒玩具,BOLLSINNE 伯昕纳,¥ 39.90,2幅,False,http://www.ikea.com/cn/zh/catalog/products/30358663/,False
儿童专用纺织品（8-12岁）,毛绒玩具,BOLLKÄR 伯夏,¥ 69.00,2幅,False,http://www.ikea.com/cn/zh/catalog/products/30358663/,False
婴儿纺织品,地毯,西莫,¥ 299.00,2幅,False,http://www.ikea.com/cn/zh/catalog/products/40169054/,False
婴儿纺织品,地毯,西莫,¥ 299.00,2幅,False,http://www.ikea.com/cn/zh/catalog/products/40169054/,False
顶灯,3头吸顶灯轨,巴西斯克,¥ 129.00,3枝,False,http://www.ikea.com/cn/zh/catalog/products/00325773/,False
顶灯,LED  三头吸顶灯轨,瑞顿,¥ 299.00,3枝,False,http://www.ikea.com/cn/zh/catalog/products/00325773/,False
固定式衣柜,衣柜,帕克思,"¥ 3,890.00",,False,http://www.ikea.com/cn/zh/catalog/products/S69127676/,True
储物盒和储物篮,篮筐,斯考夫,¥ 24.90,3件套,False,http://www.ikea.com/cn/zh/catalog/products/80173153/,False
LED灯具,LED多用照明设备,迪奥德,¥ 199.00,USB接口,False,http://www.ikea.com/cn/zh/catalog/products/40341506/,False
毛巾,浴巾,隆诺恩,¥ 69.00,,False,http://www.ikea.com/cn/zh/catalog/products/80389247/,False
浴室配件,毛巾架,格兰代,¥ 129.00,3件套,False,http://www.ikea.com/cn/zh/catalog/products/40177474/,False
花盆和花架,装饰球,SOMLIG 素姆利,¥ 24.90,2件套,False,http://www.ikea.com/cn/zh/catalog/products/10214487/,False
图片和框架,画,特维林,¥ 39.00,2件套,False,http://www.ikea.com/cn/zh/catalog/products/10297449/,False
玩具和玩耍,机器人游戏服装,拉特奥,¥ 279.00,1对,False,http://www.ikea.com/cn/zh/catalog/products/40319973/,False
书柜,书架,HEMNES 汉尼斯,"¥ 2,797.00",,False,http://www.ikea.com/cn/zh/catalog/products/00352894/,False
书柜,储物组合带门/抽屉,HEMNES 汉尼斯,"¥ 6,497.00",,False,http://www.ikea.com/cn/zh/catalog/products/00352894/,False
灯泡和配件,LED灯泡 E14 80流明,里代尔,¥ 29.90,,False,http://www.ikea.com/cn/zh/catalog/products/40334172/,False
灯泡和配件,LED灯泡 E14 200流明,RYET 里耶,¥ 29.90,,False,http://www.ikea.com/cn/zh/catalog/products/40334172/,False
